File,extroversion,neuroticism,agreeableness,conscientiousness,openness
21ad80e26e_6.mp4,0.5,0.25,0.25,0.25,0.5
068371806d_27.mp4,0.25,1.0,1.0,0.25,0.25
e0f26547d1_4.mp4,0.25,0.5,0.5,0.0,0.5
222c522dd4_7.mp4,0.25,0.25,0.25,0.25,0.25
c8c00639ec_20.mp4,0.5,0.5,0.5,0.5,0.75
c8c00639ec_100.mp4,0.25,0.25,0.25,0.5,0.5
392b9627d1_2.mp4,0.25,0.5,0.5,0.5,0.5
9369d89203_6.mp4,0.5,0.75,0.75,0.75,0.5
6474d3ca38_4.mp4,0.5,0.5,0.5,0.5,0.5
f30a397b0c_16.mp4,0.5,0.5,0.5,0.5,0.5
867fdcccc1_6.mp4,0.25,0.25,0.25,0.5,0.5
4d1a00e372_68.mp4,0.25,0.5,0.5,0.5,0.75
dabac09516_20.mp4,0.25,0.25,0.25,0.25,0.25
dfbe16e76b_20.mp4,0.5,0.75,0.75,0.75,0.25
2630e932f0_18.mp4,0.5,0.25,0.25,0.5,0.75
446caa6f5f_16.mp4,0.5,0.5,0.5,0.5,0.5
f5853adc98_41.mp4,0.25,0.5,0.5,0.25,0.5
e4ec916c5d_13.mp4,0.5,0.5,0.5,0.5,0.5
42f5ea1843_4.mp4,0.5,0.5,0.5,0.5,0.5
e8477b04ec_3.mp4,0.5,0.25,0.25,0.25,0.5
4cb2b138db_1.mp4,0.5,0.5,0.5,0.5,0.75
dfbe16e76b_34.mp4,0.5,0.5,0.5,0.75,0.25
dad8f52d67_11.mp4,0.5,0.25,0.25,0.75,0.5
2630e932f0_24.mp4,0.5,0.25,0.25,0.5,0.75
c77d5af3d1_6.mp4,0.75,0.75,0.75,0.75,0.75
b2f72bb343_6.mp4,0.0,0.5,0.5,0.5,0.5
400f09a2d4_8.mp4,0.75,0.75,0.75,0.75,0.75
5f94648651_10.mp4,0.5,0.5,0.5,0.5,0.5
1a7096b272_13.mp4,0.75,0.25,0.25,0.75,0.75
f7c3f8989b_25.mp4,0.25,0.5,0.5,0.25,0.25
2630e932f0_30.mp4,0.5,0.25,0.25,0.5,0.75
0a6455dbb0_69.mp4,0.25,0.25,0.25,0.5,0.5
540c0cba0a_75.mp4,0.25,0.25,0.25,0.25,0.5
540c0cba0a_61.mp4,0.5,0.5,0.5,0.25,0.5
21a3ee3f47_9.mp4,0.25,0.25,0.25,0.25,0.25
1b3d1fb598_10.mp4,0.25,0.25,0.25,0.75,0.5
7bd0303cc6_58.mp4,0.75,0.75,0.75,0.5,0.75
0a6455dbb0_55.mp4,0.25,0.5,0.5,0.5,0.5
97ab48dd55_12.mp4,0.5,0.5,0.5,0.75,0.5
c651eb1676_51.mp4,0.25,0.5,0.5,0.25,0.5
8c8de3ceb3_17.mp4,0.75,0.5,0.5,0.75,0.5
f8dd718bf0_4.mp4,0.25,0.5,0.5,0.5,0.5
7bd0303cc6_70.mp4,0.5,0.5,0.5,0.5,0.75
f3dee66e8b_6.mp4,0.5,0.5,0.5,0.5,0.5
7bd0303cc6_64.mp4,0.5,0.75,0.75,0.5,0.75
c651eb1676_45.mp4,0.5,0.75,0.75,0.25,0.5
54e727b94e_21.mp4,0.75,0.5,0.5,0.5,0.5
0b1b1a67eb_3.mp4,0.5,0.5,0.5,0.5,0.75
156f806a6c_8.mp4,0.5,0.5,0.5,0.5,0.5
0a6455dbb0_41.mp4,0.25,0.0,0.0,0.25,0.25
4274b5c7b4_75.mp4,0.25,0.5,0.5,0.5,0.5
d88213a113_13.mp4,0.25,0.25,0.25,0.5,0.75
eb87c332e2_1.mp4,0.5,0.5,0.5,0.5,0.5
252dd328ef_7.mp4,0.0,0.5,0.5,0.5,0.5
4eb94d2b19_4.mp4,0.5,0.5,0.5,0.5,0.5
0e90f800ce_13.mp4,0.75,0.5,0.5,0.5,0.5
1e93810269_13.mp4,0.5,0.0,0.0,0.25,0.5
96fea3826d_13.mp4,0.5,0.5,0.5,0.75,0.75
6a10f8759a_17.mp4,0.5,0.5,0.5,0.5,0.5
e8de8bb4d0_13.mp4,0.75,0.5,0.5,0.5,0.5
1537579da5_1.mp4,0.5,0.5,0.5,0.25,0.5
0b38352559_7.mp4,0.5,0.5,0.5,0.5,0.5
4274b5c7b4_61.mp4,0.5,0.25,0.25,0.5,0.25
f2d95ed15e_13.mp4,0.25,0.5,0.5,0.25,0.5
c651eb1676_92.mp4,0.5,0.75,0.75,0.25,0.5
c651eb1676_4.mp4,0.5,0.25,0.25,0.5,0.5
4b3a4c3a5d_19.mp4,0.5,0.5,0.5,0.25,0.5
2197da9321_23.mp4,0.75,0.75,0.75,0.75,0.75
4b3a4c3a5d_3.mp4,0.5,0.5,0.5,0.5,0.5
4274b5c7b4_49.mp4,0.5,0.5,0.5,0.5,0.5
0a6455dbb0_96.mp4,0.25,0.25,0.25,0.25,0.5
7c64f6cfe4_3.mp4,0.25,0.25,0.25,0.75,0.5
3d6139bba9_2.mp4,0.5,0.75,0.75,0.5,0.5
49d1273bfb_5.mp4,0.5,0.5,0.5,0.5,0.5
9369d89203_12.mp4,0.75,0.5,0.5,0.5,0.5
2197da9321_37.mp4,0.5,0.5,0.5,0.5,0.5
0a6455dbb0_82.mp4,0.25,0.0,0.0,0.25,0.25
e2298a78bc_16.mp4,0.75,0.5,0.5,0.5,0.5
8ef33e0102_13.mp4,0.5,0.25,0.25,0.5,0.5
c651eb1676_86.mp4,0.25,0.75,0.75,0.25,0.5
540c0cba0a_136.mp4,0.25,0.75,0.75,0.5,0.5
9369d89203_13.mp4,0.5,0.5,0.5,0.5,0.5
49d1273bfb_4.mp4,0.25,0.5,0.5,0.5,0.5
c651eb1676_87.mp4,0.25,0.5,0.5,0.25,0.5
8ef33e0102_12.mp4,0.5,0.25,0.25,0.5,0.75
0a6455dbb0_83.mp4,0.5,0.0,0.0,0.5,0.5
0a6455dbb0_97.mp4,0.75,0.0,0.0,0.5,0.25
4274b5c7b4_48.mp4,0.5,0.75,0.75,0.75,0.5
4b3a4c3a5d_2.mp4,0.5,0.5,0.5,0.5,0.5
2197da9321_22.mp4,0.5,0.75,0.75,0.5,0.75
4b3a4c3a5d_18.mp4,0.25,0.5,0.5,0.25,0.5
c651eb1676_5.mp4,0.5,0.5,0.5,0.5,0.5
c651eb1676_93.mp4,0.5,0.5,0.5,0.25,0.5
f2d95ed15e_12.mp4,0.25,0.25,0.25,0.5,0.5
540c0cba0a_122.mp4,0.5,0.25,0.25,0.5,0.75
3d6139bba9_3.mp4,0.25,0.5,0.5,0.25,0.75
7c64f6cfe4_2.mp4,0.5,0.5,0.5,0.5,0.5
24c1c7e0d3_1.mp4,0.0,0.25,0.25,0.25,0.5
6a10f8759a_16.mp4,0.5,0.25,0.25,0.75,0.5
4274b5c7b4_60.mp4,0.5,0.5,0.5,0.75,0.5
e8de8bb4d0_12.mp4,1.0,0.5,0.5,0.5,0.5
252dd328ef_6.mp4,0.25,0.5,0.5,0.5,0.5
d88213a113_12.mp4,0.5,0.5,0.5,0.75,0.75
4274b5c7b4_74.mp4,0.5,0.5,0.5,0.5,0.5
ad46005343_1.mp4,0.75,0.75,0.75,0.5,0.75
1e93810269_12.mp4,0.5,0.0,0.0,0.25,0.25
7bd0303cc6_65.mp4,0.5,0.5,0.5,0.5,0.5
f3dee66e8b_7.mp4,0.25,0.5,0.5,0.75,0.5
0b1b1a67eb_2.mp4,0.5,0.5,0.5,0.75,0.75
54e727b94e_20.mp4,0.25,0.5,0.5,0.5,0.25
97ab48dd55_13.mp4,0.5,0.5,0.5,0.75,0.5
c651eb1676_50.mp4,0.25,0.75,0.75,0.25,0.5
0a6455dbb0_54.mp4,0.25,0.0,0.0,0.25,0.25
7bd0303cc6_71.mp4,0.75,0.75,0.75,0.5,0.75
f8dd718bf0_5.mp4,0.5,0.5,0.5,0.5,0.75
540c0cba0a_48.mp4,0.25,0.5,0.5,0.5,0.25
c651eb1676_126.mp4,0.25,0.75,0.75,0.25,0.5
8c8de3ceb3_16.mp4,1.0,0.5,0.5,0.75,0.75
7bd0303cc6_59.mp4,0.5,0.75,0.75,0.5,0.75
1b3d1fb598_11.mp4,0.25,0.25,0.25,0.5,0.5
c651eb1676_78.mp4,0.5,0.5,0.5,0.25,0.5
1a7096b272_12.mp4,0.75,0.25,0.25,0.5,0.5
5f94648651_11.mp4,0.5,0.5,0.5,0.5,0.5
400f09a2d4_9.mp4,0.5,0.75,0.75,0.5,0.75
2630e932f0_31.mp4,0.5,0.5,0.5,0.5,0.75
f7c3f8989b_24.mp4,0.5,0.75,0.75,0.25,0.25
4d1a00e372_55.mp4,0.5,0.75,0.75,0.75,0.75
f7c3f8989b_30.mp4,0.5,0.5,0.5,0.75,0.5
2630e932f0_25.mp4,0.5,0.5,0.5,0.25,0.75
6b5332d3f9_1.mp4,0.5,0.5,0.5,0.5,0.5
e8477b04ec_2.mp4,0.5,0.25,0.25,0.25,0.5
dad8f52d67_10.mp4,0.5,0.5,0.5,0.75,0.5
dfbe16e76b_35.mp4,0.75,0.75,0.75,0.75,0.5
2630e932f0_19.mp4,0.5,0.5,0.5,0.5,0.75
446caa6f5f_17.mp4,0.5,0.25,0.25,0.5,0.5
dfbe16e76b_21.mp4,0.5,0.5,0.5,0.75,0.5
6a10f8759a_1.mp4,0.5,0.5,0.5,0.75,0.75
dabac09516_21.mp4,0.5,0.5,0.5,0.5,0.5
1ffcdc3b90_1.mp4,0.5,0.25,0.25,0.25,0.5
42f5ea1843_5.mp4,0.25,0.5,0.5,0.5,0.5
e4ec916c5d_12.mp4,0.5,0.5,0.5,0.5,0.5
f5853adc98_40.mp4,0.25,0.5,0.5,0.25,0.5
f30a397b0c_17.mp4,0.25,0.5,0.5,0.75,0.5
392b9627d1_3.mp4,0.25,0.5,0.5,0.25,0.25
c8c00639ec_101.mp4,0.5,0.25,0.25,0.5,0.5
6474d3ca38_5.mp4,0.5,0.5,0.5,0.5,0.75
e4ec916c5d_1.mp4,0.75,0.5,0.5,0.5,0.75
9369d89203_7.mp4,0.75,0.75,0.75,1.0,0.5
daca3c1672_1.mp4,0.5,0.5,0.5,0.5,0.5
c8c00639ec_21.mp4,0.5,0.5,0.5,0.75,0.5
222c522dd4_6.mp4,0.25,0.5,0.5,0.25,0.5
e0f26547d1_5.mp4,0.75,0.75,0.75,0.5,0.75
068371806d_26.mp4,0.5,0.5,0.5,0.5,0.75
7072033f78_1.mp4,0.5,0.25,0.25,0.75,0.75
c8c00639ec_35.mp4,0.5,0.25,0.25,0.5,0.5
068371806d_32.mp4,0.5,0.25,0.25,0.25,0.5
21ad80e26e_7.mp4,0.5,0.5,0.5,0.5,0.5
8172b14d94_11.mp4,0.5,0.5,0.5,0.5,0.5
8672769492_61.mp4,0.5,0.5,0.5,1.0,0.75
404cb61dd9_9.mp4,0.75,0.75,0.75,0.5,0.75
84125c414e_2.mp4,0.5,0.25,0.25,0.25,0.5
9d22732682_56.mp4,0.5,0.5,0.5,0.5,0.75
049dbc8289_78.mp4,0.25,0.5,0.5,0.5,0.5
9928319982_15.mp4,1.0,0.75,0.75,0.0,0.5
97ab48dd55_1.mp4,0.5,0.5,0.5,0.5,0.5
8afeea2583_6.mp4,0.5,0.5,0.5,0.5,0.5
abb4fc1003_3.mp4,0.5,0.5,0.5,0.5,0.5
2cb5b3df8d_32.mp4,0.25,0.5,0.5,0.25,0.5
720fccf6b1_22.mp4,0.5,0.5,0.5,0.5,0.5
720fccf6b1_36.mp4,0.5,0.5,0.5,0.5,0.5
049dbc8289_44.mp4,0.25,0.5,0.5,0.5,0.5
7f0ab09185_14.mp4,0.5,0.75,0.75,0.5,0.75
e3a65645cf_8.mp4,0.5,0.25,0.25,0.25,0.5
2cb5b3df8d_26.mp4,0.25,0.25,0.25,0.5,0.5
8672769492_49.mp4,0.75,0.5,0.5,0.5,0.5
40bb63a7fd_1.mp4,0.25,0.5,0.5,0.5,0.5
95a8d39321_11.mp4,0.5,0.5,0.5,0.75,0.75
67bda42b8b_13.mp4,0.5,0.5,0.5,0.5,0.5
ef2f7d7dbf_10.mp4,0.5,0.5,0.5,0.25,0.5
d858a95536_64.mp4,0.25,0.25,0.25,1.0,0.5
8172b14d94_1.mp4,0.5,0.5,0.5,0.5,0.75
4c08eeaf99_3.mp4,0.5,0.5,0.5,0.5,0.5
6e85d0151e_1.mp4,0.5,0.5,0.5,0.25,0.5
6df776419c_11.mp4,0.25,0.25,0.25,0.5,0.5
d858a95536_70.mp4,0.75,0.0,0.0,0.25,0.5
1a0f97af1e_58.mp4,0.25,0.0,0.0,0.25,0.25
d858a95536_128.mp4,0.0,0.25,0.25,0.75,0.5
a2dd854c9c_25.mp4,0.75,0.5,0.5,0.5,0.5
8b30065b04_1.mp4,0.5,0.5,0.5,0.75,0.5
8672769492_8.mp4,0.5,1.0,1.0,0.5,0.75
cccd9e16ac_6.mp4,0.5,0.0,0.0,0.75,0.5
049dbc8289_93.mp4,0.25,0.5,0.5,0.5,0.5
17becab0e7_9.mp4,0.5,0.5,0.5,0.25,0.5
daca3c1672_16.mp4,0.5,0.5,0.5,0.5,0.75
d858a95536_58.mp4,0.5,0.25,0.25,0.5,0.5
d858a95536_100.mp4,0.25,0.5,0.5,0.5,0.5
480f40cc10_7.mp4,0.5,0.5,0.5,0.5,0.5
d3fda879d6_1.mp4,0.5,0.5,0.5,0.5,0.5
99a718fbeb_7.mp4,0.0,0.25,0.25,0.5,0.0
d858a95536_114.mp4,0.75,0.25,0.25,0.5,0.75
049dbc8289_87.mp4,0.25,0.25,0.25,0.25,0.5
4f2dda223f_19.mp4,0.5,0.5,0.5,0.5,0.5
f0df37c7c2_4.mp4,0.5,0.75,0.75,0.75,0.75
4c08eeaf99_16.mp4,0.5,0.25,0.25,0.5,0.5
dad8f52d67_7.mp4,0.5,0.75,0.75,0.25,0.5
a2dd854c9c_19.mp4,0.5,0.5,0.5,0.5,0.5
ef2f7d7dbf_38.mp4,0.25,0.25,0.25,0.25,0.5
2db735a1d8_8.mp4,0.25,0.25,0.25,0.5,0.5
4fdf48c5b7_61.mp4,0.5,0.5,0.5,0.75,0.75
5990ff1239_30.mp4,0.5,0.75,0.75,0.75,0.75
9f4b6cb3c2_2.mp4,0.5,0.5,0.5,0.75,0.5
e8477b04ec_38.mp4,0.25,0.25,0.25,0.25,0.5
7a393124cb_14.mp4,0.5,0.5,0.5,0.5,0.5
1efc90d19f_5.mp4,0.75,0.75,0.75,0.5,0.75
17becab0e7_15.mp4,0.5,0.5,0.5,0.5,0.5
5990ff1239_24.mp4,0.5,0.75,0.75,0.75,0.5
a0d68ece5b_4.mp4,0.5,0.75,0.75,0.75,0.75
4b8d550db2_27.mp4,0.5,0.75,0.75,0.5,0.5
61476146da_22.mp4,0.5,0.5,0.5,0.5,0.5
21ad80e26e_12.mp4,0.5,0.0,0.0,0.25,0.5
c33dad9f29_4.mp4,0.5,0.5,0.5,0.5,0.5
4fdf48c5b7_49.mp4,1.0,1.0,1.0,0.25,1.0
4b8d550db2_33.mp4,0.5,0.5,0.5,0.5,0.5
5990ff1239_18.mp4,0.5,0.75,0.75,0.5,0.75
0a368dff45_3.mp4,0.0,0.25,0.25,0.5,0.5
e8477b04ec_10.mp4,0.75,0.25,0.25,0.25,0.5
99ae4f4c9b_11.mp4,0.5,0.5,0.5,0.5,0.5
3aabfe0590_25.mp4,0.25,0.5,0.5,0.25,0.5
4c08eeaf99_140.mp4,0.5,0.5,0.5,0.5,0.75
6a223d2f44_1.mp4,0.5,0.0,0.0,0.5,0.5
4b08571b97_6.mp4,0.5,0.5,0.5,0.5,0.5
0b1b1a67eb_14.mp4,0.25,0.25,0.25,0.5,0.25
5783b084a8_3.mp4,0.75,0.75,0.75,0.5,0.75
e3a40d1a75_55.mp4,0.5,0.25,0.25,0.5,0.5
84125c414e_14.mp4,1.0,0.25,0.25,0.5,0.5
3aabfe0590_19.mp4,0.5,0.5,0.5,0.25,0.5
eb87c332e2_12.mp4,0.5,0.25,0.25,0.5,0.5
d101e676ba_11.mp4,0.25,0.0,0.0,0.75,0.5
1680004fab_2.mp4,0.5,0.5,0.5,0.5,0.75
40bb63a7fd_53.mp4,0.5,0.5,0.5,0.5,0.5
577a2f5dce_5.mp4,0.25,0.5,0.5,0.5,0.5
0b1b1a67eb_28.mp4,0.5,0.5,0.5,0.5,0.5
d101e676ba_13.mp4,0.5,0.5,0.5,0.5,0.5
eb87c332e2_10.mp4,0.5,0.25,0.25,0.5,0.5
84125c414e_16.mp4,0.75,0.25,0.25,0.5,0.5
b9bf62905c_1.mp4,0.25,0.25,0.25,0.5,0.5
81ef830580_61.mp4,0.5,0.5,0.5,0.5,0.5
84fecd8025_8.mp4,0.25,0.25,0.25,0.25,0.5
15b660a496_1.mp4,0.5,0.75,0.75,0.5,0.75
bfcf904423_2.mp4,0.5,0.75,0.75,0.5,0.5
5783b084a8_1.mp4,0.75,0.75,0.75,0.75,0.75
0b1b1a67eb_16.mp4,0.5,0.25,0.25,0.5,0.75
4b08571b97_4.mp4,0.5,0.25,0.25,0.5,0.75
4c08eeaf99_142.mp4,0.5,0.5,0.5,0.5,0.75
715fe6b19b_1.mp4,0.25,0.5,0.5,0.25,0.25
0aea3ae734_4.mp4,0.5,0.5,0.5,0.5,0.5
21ad80e26e_10.mp4,0.5,0.25,0.25,0.25,0.5
61476146da_20.mp4,0.5,0.5,0.5,0.5,0.75
4b8d550db2_25.mp4,0.5,0.75,0.75,0.5,0.5
e8477b04ec_12.mp4,0.5,0.25,0.25,0.25,0.5
2457d01ae7_15.mp4,0.5,0.5,0.5,0.75,0.5
4b8d550db2_31.mp4,0.5,0.5,0.5,0.5,0.5
ef2f7d7dbf_3.mp4,0.5,0.25,0.25,0.25,0.5
f30a397b0c_3.mp4,0.5,0.5,0.5,0.5,0.75
8ef33e0102_2.mp4,0.5,0.75,0.75,0.75,0.75
c33dad9f29_6.mp4,0.5,0.75,0.75,0.75,0.75
7a393124cb_16.mp4,0.5,0.5,0.5,0.5,0.75
e360674f8b_9.mp4,0.25,0.25,0.25,0.5,0.5
4b8d550db2_19.mp4,0.5,0.75,0.75,0.5,0.5
5990ff1239_32.mp4,0.25,0.75,0.75,0.5,0.5
4fdf48c5b7_63.mp4,0.5,0.5,0.5,0.25,0.25
5990ff1239_26.mp4,0.5,0.75,0.75,0.25,0.5
ca6f968de3_4.mp4,0.5,0.25,0.25,0.25,0.25
17becab0e7_17.mp4,0.5,1.0,1.0,0.75,0.5
480f40cc10_5.mp4,0.5,0.5,0.5,0.5,0.5
d858a95536_102.mp4,0.5,0.25,0.25,0.5,0.5
daca3c1672_14.mp4,0.75,0.25,0.25,0.5,0.25
244d898e60_2.mp4,0.25,0.5,0.5,0.5,0.5
cccd9e16ac_4.mp4,0.5,0.5,0.5,0.75,0.75
8b30065b04_3.mp4,0.25,0.25,0.25,0.5,0.25
82ab936b7a_18.mp4,0.5,0.0,0.0,0.25,0.25
dad8f52d67_5.mp4,0.5,0.25,0.25,0.75,0.5
4c08eeaf99_14.mp4,0.25,0.5,0.5,0.25,0.5
049dbc8289_85.mp4,0.5,0.5,0.5,0.5,0.5
d858a95536_116.mp4,0.25,0.25,0.25,0.75,0.75
99a718fbeb_5.mp4,0.25,0.5,0.5,0.5,0.5
113ecbc550_5.mp4,0.5,0.5,0.5,0.5,0.75
d858a95536_66.mp4,0.5,0.25,0.25,0.5,0.5
ef2f7d7dbf_12.mp4,0.25,0.5,0.5,0.25,0.5
40bb63a7fd_3.mp4,0.5,0.5,0.5,0.5,0.5
1a7096b272_1.mp4,0.5,0.5,0.5,0.5,0.5
a2dd854c9c_27.mp4,0.75,0.5,0.5,0.5,0.5
4c08eeaf99_28.mp4,0.75,0.25,0.25,0.25,0.25
4c08eeaf99_1.mp4,0.5,0.5,0.5,0.5,0.5
6e85d0151e_3.mp4,0.5,0.75,0.75,0.75,0.5
8172b14d94_3.mp4,0.25,0.5,0.5,0.25,0.5
720fccf6b1_20.mp4,0.75,0.25,0.25,0.5,0.25
d858a95536_99.mp4,0.5,0.75,0.75,0.5,0.5
abb4fc1003_1.mp4,0.5,0.5,0.5,0.5,0.5
2cb5b3df8d_30.mp4,0.5,0.5,0.5,0.25,0.5
8afeea2583_4.mp4,0.5,0.5,0.5,0.5,0.5
97ab48dd55_3.mp4,0.5,0.25,0.25,0.5,0.5
2cb5b3df8d_24.mp4,0.5,0.25,0.25,0.5,0.5
7f0ab09185_16.mp4,0.5,0.5,0.5,0.5,0.5
049dbc8289_46.mp4,0.25,0.5,0.5,0.5,0.5
9d22732682_68.mp4,0.5,0.5,0.5,0.5,0.75
720fccf6b1_34.mp4,0.5,0.75,0.75,0.5,0.5
34525d0742_20.mp4,0.5,0.75,0.75,0.75,0.75
9d22732682_40.mp4,0.5,0.5,0.5,0.5,0.75
8672769492_63.mp4,0.5,0.5,0.5,1.0,0.5
2cb5b3df8d_18.mp4,0.5,0.25,0.25,0.75,0.5
9928319982_17.mp4,0.75,0.5,0.5,0.25,0.5
9d22732682_54.mp4,0.5,0.75,0.75,0.5,0.75
7072033f78_3.mp4,0.25,0.25,0.25,0.5,0.75
068371806d_24.mp4,0.25,1.0,1.0,0.25,0.25
222c522dd4_4.mp4,0.5,0.5,0.5,0.5,0.75
e0f26547d1_7.mp4,0.75,0.75,0.75,0.75,0.75
c8c00639ec_23.mp4,0.25,0.25,0.25,0.5,0.5
f30a397b0c_29.mp4,0.25,0.5,0.5,0.5,0.5
8172b14d94_13.mp4,0.5,0.5,0.5,0.5,0.5
f760d38652_9.mp4,0.75,0.75,0.75,0.75,0.75
21ad80e26e_5.mp4,0.5,0.5,0.5,0.5,0.5
068371806d_30.mp4,0.25,0.25,0.25,0.25,0.25
c8c00639ec_37.mp4,0.5,0.5,0.5,0.5,0.5
068371806d_18.mp4,0.0,0.25,0.25,0.25,0.5
867fdcccc1_5.mp4,0.25,0.25,0.25,0.25,0.5
4d1a00e372_80.mp4,0.25,0.25,0.25,0.25,0.75
f30a397b0c_15.mp4,0.25,0.5,0.5,0.5,0.5
9369d89203_5.mp4,0.5,0.75,0.75,0.5,0.5
daca3c1672_3.mp4,0.5,0.5,0.5,0.5,0.5
