video,trait,selectedCnt,totalCnt
54e727b94e_6.mp4,n,2,5
8672769492_33.mp4,o,1,5
178581d0ed_20.mp4,o,4,5
4fdf48c5b7_69.mp4,c,5,5
858997d38f_4.mp4,c,0,5
acb1aa28ab_15.mp4,e,1,5
1a0f97af1e_37.mp4,a,5,5
0a6455dbb0_4.mp4,n,1,5
e724af57b6_2.mp4,n,4,5
dfbe16e76b_35.mp4,o,3,10
1a0f97af1e_37.mp4,o,4,5
a00da4491f_6.mp4,c,4,5
7072033f78_2.mp4,c,1,5
252dd328ef_7.mp4,e,0,5
068371806d_35.mp4,e,5,5
0e90f800ce_4.mp4,a,1,5
a00da4491f_6.mp4,a,4,5
eb87c332e2_26.mp4,n,3,5
d858a95536_20.mp4,c,3,5
0129db9d4c_1.mp4,c,2,5
e8477b04ec_35.mp4,a,2,5
b060020015_6.mp4,a,3,5
f2d95ed15e_54.mp4,n,4,5
a27d319902_2.mp4,n,1,5
526a78c3fe_1.mp4,o,3,5
a09347dde8_2.mp4,c,3,5
dfbe16e76b_34.mp4,e,1,5
e8477b04ec_43.mp4,a,2,5
4fdf48c5b7_40.mp4,a,3,5
dfbe16e76b_46.mp4,n,3,5
9d22732682_29.mp4,o,4,5
2fc379ac56_5.mp4,c,0,5
4fdf48c5b7_52.mp4,c,5,5
156f806a6c_3.mp4,e,4,5
720fccf6b1_30.mp4,e,1,5
f2d95ed15e_7.mp4,a,2,5
dfbe16e76b_18.mp4,a,3,5
0e90f800ce_17.mp4,n,1,5
9948bda475_16.mp4,n,5,10
0a6455dbb0_9.mp4,o,5,5
c66e5d3516_6.mp4,c,2,5
4c08eeaf99_97.mp4,e,3,5
2db735a1d8_6.mp4,a,3,5
0e90f800ce_6.mp4,a,3,10
40bb63a7fd_25.mp4,n,4,5
ca6f968de3_4.mp4,c,0,5
dad8f52d67_21.mp4,c,18,20
6e8b99814c_5.mp4,a,2,5
577a2f5dce_2.mp4,a,3,5
8d0ee9e27f_12.mp4,n,0,5
8672769492_8.mp4,n,5,5
5990ff1239_31.mp4,o,4,5
8672769492_62.mp4,c,7,9
26b07639b1_2.mp4,c,1,5
d858a95536_65.mp4,e,3,5
4274b5c7b4_69.mp4,e,2,5
5990ff1239_26.mp4,a,6,9
7bd0303cc6_82.mp4,n,3,5
2630e932f0_11.mp4,o,4,5
5990ff1239_17.mp4,c,0,5
dad8f52d67_5.mp4,c,6,9
4274b5c7b4_85.mp4,e,0,5
e893ca6146_6.mp4,e,5,5
0a368dff45_26.mp4,a,4,5
c8c00639ec_45.mp4,n,1,5
ba3c74f901_9.mp4,n,4,5
d858a95536_22.mp4,o,3,4
0e90f800ce_14.mp4,o,1,4
bbd8382a92_5.mp4,c,1,4
84125c414e_7.mp4,c,3,4
c651eb1676_2.mp4,e,2,4
09044899e9_14.mp4,a,2,4
400f09a2d4_36.mp4,a,2,4
dfbe16e76b_29.mp4,n,2,4
d8367d3dac_2.mp4,n,2,4
4c08eeaf99_33.mp4,o,4,5
04ce952d75_10.mp4,e,5,5
dfbc6c5b59_1.mp4,e,0,5
dfbe16e76b_34.mp4,a,1,10
5990ff1239_15.mp4,a,5,5
dabac09516_14.mp4,n,2,5
1ffcdc3b90_20.mp4,o,4,5
446caa6f5f_8.mp4,c,3,10
70b048c138_3.mp4,c,2,5
720fccf6b1_36.mp4,e,2,5
44feb03f30_1.mp4,e,3,5
5485a1453e_15.mp4,a,3,5
7bd0303cc6_61.mp4,n,3,5
154ece9b23_3.mp4,o,3,5
8672769492_42.mp4,o,2,5
1b3d1fb598_19.mp4,c,3,5
40bb63a7fd_29.mp4,c,2,5
ca6f968de3_5.mp4,e,3,5
429cca71a9_15.mp4,e,2,5
7d3e7dcfc7_20.mp4,a,4,5
f2d95ed15e_78.mp4,a,1,5
d471c3cc18_7.mp4,n,2,5
720fccf6b1_10.mp4,o,6,19
f3dee66e8b_16.mp4,o,4,4
9664967346_9.mp4,c,1,9
40bb63a7fd_65.mp4,e,3,8
5dbe49fbc2_6.mp4,e,1,4
21a3ee3f47_11.mp4,a,1,4
21ad80e26e_9.mp4,a,3,4
4274b5c7b4_51.mp4,n,2,4
dfbe16e76b_34.mp4,n,2,4
f7c3f8989b_25.mp4,o,1,4
db8c3db135_8.mp4,c,1,4
5990ff1239_27.mp4,c,3,4
40bb63a7fd_56.mp4,a,5,9
1a0f97af1e_56.mp4,n,1,4
96fea3826d_13.mp4,o,4,5
cb53507ba5_1.mp4,o,1,5
d858a95536_28.mp4,c,5,5
3a1838f3bb_8.mp4,c,0,5
8672769492_33.mp4,e,1,5
0e90f800ce_11.mp4,a,1,5
e4ec916c5d_2.mp4,a,4,5
7bd0303cc6_97.mp4,n,2,5
5dbe49fbc2_10.mp4,n,3,5
7072033f78_2.mp4,e,1,5
f2d95ed15e_54.mp4,a,3,5
dfbe16e76b_16.mp4,a,2,5
3aabfe0590_20.mp4,n,3,5
f30a397b0c_17.mp4,o,2,5
34525d0742_19.mp4,o,3,5
abbac10d03_5.mp4,c,3,5
8697cd1090_17.mp4,c,2,5
f760d38652_3.mp4,e,2,5
2630e932f0_3.mp4,e,3,5
3065b7b574_11.mp4,a,8,10
4fdabf2807_13.mp4,n,0,5
7bd0303cc6_34.mp4,n,5,5
d858a95536_81.mp4,o,2,5
37e770b5d4_1.mp4,c,5,5
c651eb1676_16.mp4,e,2,5
4b3a4c3a5d_20.mp4,e,3,5
d88213a113_7.mp4,a,1,5
37e770b5d4_1.mp4,a,4,5
dad8f52d67_7.mp4,n,5,5
200601ebff_9.mp4,o,1,5
d858a95536_79.mp4,c,4,5
0e90f800ce_9.mp4,e,0,5
446caa6f5f_14.mp4,e,5,5
61476146da_10.mp4,a,4,5
dfbe16e76b_29.mp4,a,1,5
ef2f7d7dbf_86.mp4,n,3,5
f7c3f8989b_80.mp4,n,2,5
4fdabf2807_3.mp4,o,2,8
e3a65645cf_5.mp4,c,3,4
db8c3db135_1.mp4,e,4,4
d858a95536_128.mp4,e,0,4
f5853adc98_22.mp4,a,1,4
c651eb1676_136.mp4,n,3,4
09044899e9_13.mp4,n,1,4
7bd0303cc6_98.mp4,o,1,5
f2d95ed15e_71.mp4,c,2,5
faf57b8b8a_5.mp4,c,3,5
f2d95ed15e_56.mp4,e,0,5
4274b5c7b4_107.mp4,a,2,5
1a0f97af1e_12.mp4,a,3,5
17becab0e7_17.mp4,n,5,5
446caa6f5f_77.mp4,n,0,5
252dd328ef_7.mp4,o,3,5
0c5b027fa3_3.mp4,c,5,5
154ece9b23_12.mp4,c,0,5
24c1c7e0d3_1.mp4,e,0,5
ddae83d7b2_5.mp4,a,4,5
0e90f800ce_19.mp4,a,1,5
f1d34d8f6a_1.mp4,n,3,5
e8de8bb4d0_5.mp4,n,2,5
ef2f7d7dbf_94.mp4,o,2,5
e5124f7ead_5.mp4,o,3,5
6a10f8759a_16.mp4,c,4,5
24c1c7e0d3_12.mp4,e,3,5
f2d95ed15e_69.mp4,a,3,5
0e90f800ce_21.mp4,a,2,5
90fa235810_14.mp4,n,5,5
d101e676ba_4.mp4,n,0,5
4274b5c7b4_3.mp4,o,4,5
4fdf48c5b7_19.mp4,c,9,10
d858a95536_60.mp4,c,5,10
5990ff1239_7.mp4,e,5,5
b060020015_6.mp4,e,0,5
1e93810269_5.mp4,a,3,5
40bb63a7fd_27.mp4,a,2,5
161a5444ff_2.mp4,n,4,5
5dfe50c99e_6.mp4,n,1,5
4fdf48c5b7_17.mp4,o,1,5
9f4b6cb3c2_2.mp4,c,4,5
e388d3c0f1_1.mp4,c,1,5
d101e676ba_11.mp4,e,1,5
540c0cba0a_106.mp4,e,4,5
dfbe16e76b_43.mp4,a,3,5
9664967346_4.mp4,a,2,5
f2d95ed15e_64.mp4,n,0,5
4c08eeaf99_143.mp4,c,1,5
cccd9e16ac_1.mp4,e,5,5
a6a618dc02_1.mp4,e,1,10
ff2f622b24_9.mp4,a,1,5
d471c3cc18_20.mp4,n,2,5
0e90f800ce_21.mp4,n,3,5
f7c3f8989b_13.mp4,o,4,5
dfbe16e76b_17.mp4,o,1,5
8672769492_60.mp4,c,5,5
e8477b04ec_36.mp4,c,0,5
4c08eeaf99_44.mp4,e,4,5
446caa6f5f_59.mp4,n,0,5
d858a95536_131.mp4,c,3,5
4c08eeaf99_31.mp4,c,2,5
068371806d_33.mp4,e,2,5
84125c414e_6.mp4,e,3,5
24c1c7e0d3_18.mp4,a,1,5
4274b5c7b4_31.mp4,a,4,5
63d4150e21_13.mp4,n,2,5
4274b5c7b4_85.mp4,n,3,5
4274b5c7b4_37.mp4,o,3,5
e0f26547d1_4.mp4,c,0,5
446caa6f5f_21.mp4,e,2,5
f2d95ed15e_14.mp4,a,4,5
b573489dbe_1.mp4,a,1,10
f8ade0f42f_7.mp4,n,0,5
0e90f800ce_45.mp4,o,1,5
dfbe16e76b_23.mp4,c,5,5
9d22732682_19.mp4,e,1,5
9d22732682_44.mp4,a,2,5
dfbe16e76b_48.mp4,a,3,5
1a0f97af1e_37.mp4,n,3,5
2197da9321_13.mp4,n,2,5
5dbe49fbc2_30.mp4,o,1,5
5dbe49fbc2_39.mp4,c,1,5
4c08eeaf99_52.mp4,c,4,5
ef2f7d7dbf_64.mp4,e,1,5
a6d5d38e52_2.mp4,a,4,5
4b3a4c3a5d_3.mp4,a,1,5
21ad80e26e_15.mp4,n,1,5
8672769492_13.mp4,n,4,5
404cb61dd9_2.mp4,c,4,4
1537579da5_6.mp4,c,0,4
9369d89203_7.mp4,e,3,4
068371806d_36.mp4,e,1,4
2630e932f0_67.mp4,a,1,4
720fccf6b1_47.mp4,a,3,4
ca8d046ddd_1.mp4,n,3,4
d36034bdbf_6.mp4,n,1,4
f2d95ed15e_47.mp4,o,1,5
dfbe16e76b_46.mp4,c,4,5
44feb03f30_8.mp4,c,1,5
446caa6f5f_80.mp4,e,5,5
04ce952d75_53.mp4,a,0,5
54e727b94e_4.mp4,a,5,5
0a6455dbb0_3.mp4,n,4,5
2630e932f0_70.mp4,n,1,5
8ef33e0102_5.mp4,o,2,5
446caa6f5f_82.mp4,c,1,5
d858a95536_42.mp4,c,4,5
0a368dff45_2.mp4,e,0,5
2cb5b3df8d_51.mp4,e,5,5
d858a95536_28.mp4,a,1,5
62c05bb425_7.mp4,a,4,5
f2d95ed15e_25.mp4,n,1,5
d858a95536_105.mp4,o,3,4
4fdf48c5b7_16.mp4,c,1,4
8672769492_8.mp4,a,2,4
f3dee66e8b_24.mp4,n,0,9
dfbe16e76b_49.mp4,n,4,4
f30a397b0c_6.mp4,o,2,5
d858a95536_17.mp4,c,2,10
8672769492_19.mp4,c,3,5
540c0cba0a_206.mp4,e,0,5
8afeea2583_8.mp4,a,3,5
0882d04c8b_3.mp4,n,4,5
8c8de3ceb3_30.mp4,n,1,5
4fdf48c5b7_30.mp4,o,3,5
9928319982_15.mp4,c,0,5
db8c3db135_2.mp4,e,5,5
4b08571b97_9.mp4,a,3,5
dabac09516_2.mp4,a,2,5
6474d3ca38_10.mp4,n,1,5
4fdf48c5b7_42.mp4,o,1,5
4274b5c7b4_53.mp4,c,5,5
d471c3cc18_9.mp4,e,4,5
d858a95536_111.mp4,e,1,5
0e90f800ce_5.mp4,a,5,5
21ad80e26e_5.mp4,n,2,5
0e90f800ce_14.mp4,n,3,5
852d9942d3_4.mp4,o,2,5
9928319982_12.mp4,c,0,5
ef2f7d7dbf_84.mp4,a,3,5
1b3d1fb598_18.mp4,o,1,5
2cb5b3df8d_63.mp4,o,4,5
720fccf6b1_94.mp4,c,3,5
9664967346_5.mp4,c,2,5
d858a95536_110.mp4,e,2,5
daca3c1672_14.mp4,e,3,5
4274b5c7b4_36.mp4,a,2,5
8d0ee9e27f_17.mp4,a,3,5
446caa6f5f_29.mp4,n,0,5
446caa6f5f_22.mp4,o,4,5
97ab48dd55_13.mp4,c,4,5
9928319982_13.mp4,c,1,5
90fa235810_1.mp4,e,0,5
d88213a113_9.mp4,a,3,5
8672769492_21.mp4,a,2,5
e8de8bb4d0_36.mp4,n,4,5
21ad80e26e_10.mp4,n,1,5
2cb5b3df8d_86.mp4,c,2,5
1ffcdc3b90_11.mp4,c,3,5
e8de8bb4d0_14.mp4,e,3,5
53f9b0471a_4.mp4,a,2,5
cccd9e16ac_2.mp4,a,3,5
540c0cba0a_32.mp4,n,2,5
d858a95536_54.mp4,n,3,5
